agent_id,name,email,account_no,archetype_name,risk_profile,risk_score,economic_class,financial_personality,employment_status,employment_verification,income_type,avg_monthly_income_range,income_pattern,savings_retention_rate,has_investment_activity,investment_types,has_loan_emi,loan_emi_payment_status,has_insurance_payments,insurance_types,utility_payment_status,mobile_plan_type,device_consistency_score,ip_consistency_score,sim_churn_rate,primary_digital_channels,login_pattern,ecommerce_activity_level,ecommerce_avg_ticket_size,monthly_allowance,loan_emi_amount,insurance_premium,utility_bill_amount,weekly_grocery_day,school_fee_months,occasional_spend_chance,shared_device_id,p2p_transfer_chance,social_support_chance,family_help_chance,children_expense_chance,festival_months,school_activity_months,salary_day,salary_amount,remittance_percentage,emi_percentage,investment_percentage,insurance_percentage,daily_spend_chance,professional_transfer_chance,extended_family_support_chance,emergency_help_chance,base_daily_payout,cod_settlement_chance,cod_balance,fuel_spend_chance,recharge_chance,agent_support_chance,family_remittance_chance,fuel_sharing_chance,vehicle_maintenance_sharing,last_family_remittance_date,daily_sales_chance,num_daily_sales,avg_sale_amount,num_employees,employee_salaries,vendor_payment_day,vendor_payment_amount,business_loan_emi_amount,owner_drawing_amount,rent_amount,inventory_restocking_amount,marketing_expense,bad_debt_chance,seasonal_down_months,emergency_expense_chance,suppliers,business_network,customer_network,business_p2p_chance,supplier_advance_chance,customer_refund_chance,business_networking_chance,allowance_amount,allowance_days,bnpl_chance,study_group,hostel_friends,study_group_transfer_chance,hostel_sharing_chance,exam_months,bnpl_repayments,daily_income_chance,avg_gig_payment,income_sources,rent_day,bill_payment_late_chance,prepaid_recharge_chance,client_network,peer_support_chance,client_advance_chance,daily_work_chance,daily_wage_amount,community_support_chance,last_remittance_day,utility_bill_percentage,ecommerce_spend_chance,weekday_spend_chance,weekend_spend_chance,annual_bonus_month,has_received_bonus_this_year,social_contacts,family_support_chance,social_transfer_chance,bonus_sharing_chance,has_shared_bonus_this_year,stock_investment_amount,crypto_investment_amount,saas_subscription_amount,is_traveling,travel_start_day,travel_duration,pension_day,monthly_income,monthly_pharmacy_day,large_event_month,has_done_large_event_this_year,grandchildren,children_network,grandchildren_gift_chance,emergency_family_support_chance,birthday_months,home_state,work_city,pay_cycle,weekly_wage,monthly_pay_day,weekly_pay_day,emergency_transfer_chance,last_remittance_date,payout_months,lump_sum_payment,has_large_cash_reserve,junior_retainer_fee,prof_indemnity_premium,spend_chance_mod,invest_chance_mod,client_refund_chance,retainer_payment_day,avg_monthly_income,platform_payout_chance,sponsorship_chance,has_sponsorship_funds,software_subscription,utility_bill_day,late_payment_chance,collaboration_payment_chance,freelancer_payment_chance,creator_support_chance,brand_advance_chance,last_collaboration_payment_date,monthly_freelancer_payment_day,consultation_chance,avg_consultation_fee,large_payout_chance,clinic_rent_amount,sip_amount,high_end_spend_chance,p2p_payment_chance,fraud_type,is_active,ring_id,device_id,ip_address,behavior_state,creation_date,bust_out_day_threshold,cash_out_threshold
29c85cb2-42a2-4b19-9edc-87387c27b09c,Robert Mistry,ronith42@example.net,XIHY1769758729452,Homemaker,High,0.7012,Lower_Middle,Saver,Not_Applicable,Not_Applicable,Family_Support,9033-27101,Fixed_Date,Very_Low,False,[],True,ALWAYS_ON_TIME,True,['Child_Education_Plan'],ALWAYS_ON_TIME,Prepaid,0.73,0.98,Low,"['UPI', 'Mobile_Banking']",Infrequent,Medium,Medium,27084.155875902434,8125.24676277073,2708.4155875902434,4062.623381385365,5.0,"[1, 4, 7, 10]",0.055999999999999994,,0.126,0.12,0.08,0.15,"[3, 10, 11]","[6, 12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c762a8c8-b41e-412d-97a3-fcd51a9f9332,Neha Bansal,paudayamai@example.net,NNSK4054410700432,Tech Professional,Very_Low,0.0969,Upper_Middle,Rational_Investor,Salaried,EPFO_Verified,Salary_IT,97643-325479,Fixed_Date_with_Bonus,Medium,True,"['Stocks', 'Mutual_Funds', 'SIP']",False,ALWAYS_ON_TIME,True,"['Health', 'Life']",ALWAYS_ON_TIME,High-Value_Postpaid,0.97,0.68,Low,['All'],Geographically_Dynamic,High,High,,57693.51328809341,,,,,,,0.162,,,,,,4.0,288467.566440467,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,True,,0.1,,0.25,True,66555.26027693841,22100.294430598322,998.9483888025161,False,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616e370-1e9b-4d94-b1ed-ac75c95153eb,Vedika Viswanathan,nraju@example.org,MKWJ8585893763555,Police / Security Personnel,Low,0.1,Middle,Over_Spender,Salaried,GOVT_Verified,Uniformed_Services_Salary,33345-55576,Fixed_Date,Medium,True,"['LIC', 'FD']",False,ALWAYS_ON_TIME,True,"['LIC', 'Government_Schemes']",ALWAYS_ON_TIME,Postpaid,0.96,0.82,Low,"['Mobile_Banking', 'UPI']",Shift_Work_Night_Activity,Low,Medium,,,,,,,,,,,,,,,1.0,39604.78144121571,0.3,0.2,0.010000000000000002,0.08,0.8999999999999999,0.08,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10977840-460f-4a23-957e-f92ce99b8b29,Mahika Raval,murthyharini@example.org,WPTR7586243863121,Government Employee,Very_Low,0.0468,Lower_Middle,Saver,Salaried,GOVT_Verified,Government_Salary,28247-56494,Fixed_Date,High,True,"['FD', 'SIP', 'LIC']",True,ALWAYS_ON_TIME,True,"['LIC', 'Government_Schemes']",ALWAYS_ON_TIME,Postpaid,0.98,0.96,Low,['Netbanking'],Structured_Daytime,Low,Medium,,,,,,,,,,,,,,,1.0,30366.172953701644,0.24,0.3,0.12,0.08,,0.08,0.12,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.034999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916e3a9-8a0c-487d-bf39-8b4085ee5500,Zayyan Vora,ekashyap@example.com,USGG7482031418484,Retired Senior Citizen,Very_Low,0.0655,Lower_Middle,Saver,Not_Applicable,Pensioner_ID_Verified,"Pension, Rent",9183-27551,Fixed_Date,High,True,"['FD', 'Senior_Citizen_Schemes']",False,N/A,True,['Health'],ALWAYS_ON_TIME,Basic_Postpaid,0.99,0.99,Low,"['Netbanking', 'Branch']",Infrequent,None,N/A,,,,,4.0,,,,0.055999999999999994,,,,"[3, 10, 11]",,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,1.0,22430.56900566889,10.0,4.0,True,[],[],0.12,0.05,"[7, 1, 9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bcec596-f953-4728-beb2-890eb30a580d,Rayaan Devi,aadhya36@example.net,CRLG8136109303607,Homemaker,High,0.6375,Middle,Saver,Not_Applicable,Not_Applicable,Family_Support,11901-35704,Fixed_Date,Very_Low,False,[],False,ALWAYS_ON_TIME,True,['Child_Education_Plan'],ALWAYS_ON_TIME,Prepaid,0.79,0.98,Low,"['UPI', 'Mobile_Banking']",Infrequent,Medium,Medium,15461.924387327326,4638.577316198198,1546.1924387327326,2319.288658099099,5.0,"[1, 4, 7, 10]",0.055999999999999994,,0.126,0.12,0.08,0.15,"[3, 10, 11]","[6, 12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b82492c4-9ccf-451a-9343-2d6b05d6734f,Dominic Devi,fariq14@example.net,AFCO5149378215370,Homemaker,High,0.7012,Lower_Middle,Saver,Not_Applicable,Not_Applicable,Family_Support,9133-27399,Fixed_Date,Very_Low,False,[],False,ALWAYS_ON_TIME,True,['Child_Education_Plan'],ALWAYS_ON_TIME,Prepaid,0.71,0.98,Low,"['UPI', 'Mobile_Banking']",Infrequent,Medium,Medium,13072.406004896999,3921.7218014690993,1307.2406004897,1960.8609007345497,5.0,"[1, 4, 7, 10]",0.055999999999999994,,0.126,0.12,0.08,0.15,"[3, 10, 11]","[6, 12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f714b9e9-f314-4b1f-a190-ad886e8da21c,Bhavani Sachar,uchowdhury@example.com,UWHJ9082819701544,Retired Senior Citizen,Very_Low,0.0714,Lower,Saver,Not_Applicable,Pensioner_ID_Verified,"Pension, Rent",6097-18291,Fixed_Date,High,True,"['FD', 'Senior_Citizen_Schemes']",False,N/A,True,['Health'],ALWAYS_ON_TIME,Basic_Postpaid,0.99,0.99,Low,"['Netbanking', 'Branch']",Infrequent,None,N/A,,,,,4.0,,,,0.055999999999999994,,,,"[3, 10, 11]",,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,1.0,13344.85882914674,10.0,2.0,True,[],[],0.12,0.05,"[10, 4, 3, 7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc41fffd-10da-4e07-84c0-b044f76257db,Arjun Minhas,timothy01@example.com,QYSY8584165923992,Salaried Professional,Low,0.1403,Lower_Middle,Saver,Salaried,EPFO_Verified,Salary,39491-78982,Fixed_Date,High,True,"['FD', 'SIP', 'LIC']",False,ALWAYS_ON_TIME,True,"['Health', 'Life']",ALWAYS_ON_TIME,Postpaid,0.93,0.89,Low,"['Netbanking', 'Mobile_Banking']",Structured_Daytime,Medium,Medium,,,,,,,,,,,,,,,2.0,63368.389910581,,0.25,0.18,0.05,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.105,0.35,0.48999999999999994,3.0,True,[],0.8,0.15,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b1a9771-e748-4354-9bfa-5616e4e5e362,Ishani Deo,liam05@example.com,SCJV1895289343917,Government Employee,Very_Low,0.0688,Lower_Middle,Over_Spender,Salaried,GOVT_Verified,Government_Salary,28185-56371,Fixed_Date,High,True,[],False,ALWAYS_ON_TIME,True,"['LIC', 'Government_Schemes']",ALWAYS_ON_TIME,Postpaid,0.99,0.94,Low,['Netbanking'],Structured_Daytime,Low,Medium,,,,,,,,,,,,,,,1.0,38458.12231676073,0.2,0.3,0.010000000000000002,0.08,,0.08,0.12,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.07500000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9decd02-505b-459b-b3b2-68e1233c8bd7,Gavin Deshpande,nvenkatesh@example.org,AKXT0868391229641,Daily Wage Laborer,Very_High,0.867,Lower,Saver,Informal_Labor,Not_Verified,"Cash_Deposit, Wages",5494-11774,Daily,Near_Zero,False,[],False,N/A,False,[],N/A,Prepaid,0.39,0.25,High,"['Cash', 'UPI']",Irregular,None,N/A,,,,,,,,,0.105,,,,,,,,0.6883994984464006,,,,,,,0.03,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,291.28094141448844,0.08,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414179de-444e-43b3-8164-37a67ef90621,Bhavika Yogi,vasanagrover@example.net,CBXT5614672073205,Daily Wage Laborer,Very_High,0.867,Lower,Saver,Informal_Labor,Not_Verified,"Cash_Deposit, Wages",4908-10518,Daily,Near_Zero,False,[],False,N/A,False,[],N/A,Prepaid,0.37,0.29,High,"['Cash', 'UPI']",Irregular,None,N/A,,,,,,,,,0.105,,,,,,,,0.8263140215024279,,,,,,,0.03,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,426.5515928665361,0.08,2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b722091-d208-4f33-bdc8-1d1ec6e82611,Vedant Rege,isaiahborra@example.org,GCWU5393175233011,Daily Wage Laborer,Very_High,0.99,Lower,Over_Spender,Informal_Labor,Not_Verified,"Cash_Deposit, Wages",5440-11657,Daily,Near_Zero,False,[],False,N/A,False,[],N/A,Prepaid,0.5,0.29,High,"['Cash', 'UPI']",Irregular,None,N/A,,,,,,,,,0.22499999999999998,,,,,,,,0.7268277897331695,,,,,,,0.03,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,352.98627184539475,0.08,2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c95f2e96-a12c-4a63-9ac7-b794a2b07701,Zayyan Zachariah,thakkaroviya@example.org,GHMD8789785869654,Government Employee,Very_Low,0.0468,Lower_Middle,Saver,Salaried,GOVT_Verified,Government_Salary,34252-68504,Fixed_Date,High,True,"['FD', 'SIP', 'LIC']",False,ALWAYS_ON_TIME,True,"['LIC', 'Government_Schemes']",ALWAYS_ON_TIME,Postpaid,0.95,0.97,Low,['Netbanking'],Structured_Daytime,Low,Medium,,,,,,,,,,,,,,,1.0,45836.2584702231,0.24,0.3,0.12,0.08,,0.08,0.12,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.034999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
